Compound_id,drug_name,canonical_smiles,inchi_key,LogS (aqueous solubility),LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,0,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Hepatotoxicity,Neurotoxicity,Nephrotoxicity,Respiratory Toxicity,Cardiotoxicity,Carcinogenicity,Immunotoxicity,Mutagenicity,Cytotoxicity,BBB,Ecotoxicity,Clinical toxicity,Nutritional toxicity,Aryl hydrocarbon Receptor (AhR),Androgen Receptor (AR),Androgen Receptor Ligand Binding Domain (AR-LBD),Aromatasen,Estrogen Receptor Alpha (ER),Estrogen Receptor Ligand Binding Domain (ER-LBD),Peroxisome Proliferator Activated Receptor Gamma (PPAR-Gamma),Nuclear factor (erythroid-derived 2)-like 2/antioxidant responsive element (nrf2/ARE),Heat shock factor response element (HSE),Mitochondrial Membrane Potential (MMP),Phosphoprotein (Tumor Supressor) p53,ATPase family AAA domain-containing protein 5 (ATAD5),Thyroid hormone receptor alpha (THR?),Thyroid hormone receptor beta (THR?),Transtyretrin (TTR),Ryanodine receptor (RYR),GABA receptor (GABAR),Glutamate N-methyl-D-aspartate receptor (NMDAR), alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor (AMPAR),Kainate receptor (KAR),Achetylcholinesterase (AChE),Constitutive androstane receptor (CAR),Pregnane X receptor (PXR),NADH-quinone oxidoreductase (NADHOX),Voltage gated sodium channel (VGSC),Na+/I- symporter (NIS),Cytochrome CYP1A2CYP1A2,Cytochrome CYP2C19CYP2C19 ,Cytochrome CYP2C9CYP2C9,Cytochrome CYP2D6CYP2D6,Cytochrome CYP3A4CYP3A4,Cytochrome CYP2E1CYP2E1
S5179,Ropivacaine Mesilate,CCCN1CCCCC1C(=O)NC2=C(C)C=CC=C2C.C[S](O)(=O)=O,,-1.811,3.34,3.033,0.131,0.163,0.003,0.917,0.934,-4.425,1.52E-05,0.588,0.88,1.231,0.1298,0.054,0.943,0.138,0.949,0.019,0.09,0.955,0.898,0.071,0.687,5.716,0.837,0.046,0.424,0.069,0.206,0.93,0.058,0.136,0.282,0.003,0.021,0.963,0.743,2.677,3.739,4.338,0.512,0.002,0.018,0.008,0.141,0.006,0.005,0.04,0.004,0.018,0.076,0.022,274.2,305.713,0.897,3,1,32.34,5,2,6,3,0,13,0.385,1,0,0,0,0,4,0,1,0,0.911,2.372,0.588,40.444,-1.37,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 50,CS(=O)(=O)O.CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,C18H30N2O4S,370.51,25,6,0.61,5,5,2,106.49,95.09,2.89,-0.27,3.52,1.93,3.43,2.3,-1.81,5.68,0.0153,Very soluble,-1.27,20,0.054,Very soluble,-4.86,0.00509,0.0000137,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.75,0,0,0,0,0,0.55,0,1,1,3.08,0.84,0.77,0.54,0.58,0.67,0.69,0.99,0.58,0.6,0.53,0.66,0.62,0.68,0.83,0.97,0.97,0.95,0.93,0.98,0.98,0.9,0.9,0.72,0.94,0.98,0.83,0.74,0.94,0.88,0.86,0.93,0.95,0.99,0.85,0.99,0.56,0.9,0.83,0.97,0.96,0.83,0.64,0.67,0.76,0.97
S5208,Ciprofloxacin hydrochloride hydrate,O.Cl.OC(=O)C1=CN(C2CC2)C3=C(C=C(F)C(=C3)N4CCNCC4)C1=O,,-4.107,0.48,-0.812,0.001,0.999,0.006,0.001,0.001,-5.269,3.00E-06,0.027,0.3746,2.324,0.7886,0.101,0.26,0.061,0.201,0.094,0.075,0.033,0.152,0.011,0.148,3.241,0.056,0.203,0.985,0.976,0.195,0.249,0.883,0.53,0.355,0.003,0.02,0.817,0.09,2.434,2.572,3.833,0.715,0.005,0.124,0.005,0.37,0.009,0.005,0.41,0.031,0.021,0.015,0.043,331.13,317.972,1.041,6,2,74.57,3,4,10,7,0,22,0.136,0,2,1,0,1,0,1,1,1,0.893,2.465,0.412,56.833,-0.725,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 37,Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1.O.Cl,C17H21ClFN3O4,385.82,26,10,0.41,3,6,3,105.26,83.8,0,-0.75,1.92,0.72,1.9,0.76,-1.85,5.5,0.0142,Very soluble,-0.53,113,0.293,Very soluble,-3.5,0.121,0.000313,Soluble,High,No,Yes,No,No,No,No,No,-9.19,0,0,0,0,0,0.55,0,0,1,2.69,0.61,0.95,0.92,0.9,0.83,0.61,0.86,0.6,0.83,0.83,0.6,0.85,0.7,0.98,0.97,0.97,0.99,0.95,0.99,0.99,0.99,0.99,0.98,0.99,0.97,0.69,0.76,0.91,0.8,0.7,0.87,0.99,0.99,0.62,1,0.65,0.97,0.6,0.84,0.92,0.85,0.73,0.63,0.95,0.99
S5215,Abacavir (1592U89),NC1=NC2=C(N=C[N]2C3CC(CO)C=C3)C(=N1)NC4CC4,,-2.524,0.382,-0.556,0,0.996,0.026,0.003,0.004,-4.801,1.07E-05,0.656,0.2196,0.889,0.6581,0.014,0.319,0.077,0.032,0.02,0.003,0.001,0.025,0.172,0.417,9.573,0.849,0.125,0.993,0.972,0.298,0.877,0.919,0.603,0.93,0.003,0.015,0.97,-0.301,2.312,3.352,5.114,0.001,0.003,0.189,0.009,0.121,0.109,0.004,0.516,0.021,0.004,0.046,0.102,286.15,278.063,1.029,7,4,105.84,3,4,9,7,0,20,0.15,2,0,0,0,0,0,0,1,0,0.611,4.622,0.5,71.429,0.597,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 162,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,C14H18N6O,286.33,21,9,0.5,4,4,3,80.4,101.88,2.16,0.87,0.85,0.54,-0.27,0.83,-2.22,1.74,0.00607,Soluble,-2.59,0.73,0.00255,Soluble,-1.92,3.47,0.0121,Soluble,High,No,Yes,Yes,No,No,No,No,-7.43,0,0,0,0,0,0.55,0,1,0,3.77,0.77,0.88,0.55,0.93,0.75,0.51,0.59,0.58,0.76,0.96,0.67,0.66,0.65,1,0.99,0.99,0.75,1,0.99,0.96,0.97,0.97,0.95,0.9,1,0.98,0.89,0.77,0.91,0.63,0.92,0.95,0.99,0.66,0.99,0.68,0.95,0.59,0.56,0.7,0.81,0.73,0.5,0.75,0.98
S5239,Paroxetine mesylate,C[S](O)(=O)=O.FC1=CC=C(C=C1)C2CCNCC2COC3=CC=C4OCOC4=C3,,-4.234,3.115,3.723,0.998,0.003,0.002,0.001,0.002,-4.906,1.76E-05,0.882,0.9569,1.302,0.0441,0.93,0.366,0.701,0.925,0.1,0.385,0.989,0.941,0.961,0.633,19.627,0.049,0.985,0.687,0.091,0.68,0.218,0.92,0.536,0.468,0.003,0.011,0.858,2.719,4.444,5.361,6.942,0.005,0.027,0.797,0.01,0.116,0.01,0.001,0.475,0.013,0.071,0.153,0.021,329.14,330.571,0.996,4,1,39.72,4,4,9,5,0,22,0.182,2,1,1,0,0,1,1,1,0,0.934,2.986,0.368,65.769,-0.122,0,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 35,CS(=O)(=O)O.Fc1ccc(cc1)C1CCNCC1COc1ccc2c(c1)OCO2,C20H24FNO6S,425.47,29,12,0.4,4,8,2,109.54,102.47,3.22,0.35,3.95,2.35,3.99,2.77,-2.74,0.773,0.00182,Soluble,-2.07,3.65,0.00858,Soluble,-6.04,0.000384,0.000000904,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-8.65,0,0,0,0,0,0.55,0,1,1,3.92,0.69,0.52,0.62,0.68,0.5,0.7,0.98,0.59,0.53,0.7,0.58,0.62,0.57,0.88,0.96,0.88,0.82,0.81,0.91,0.88,0.92,0.92,0.72,0.83,0.94,0.74,0.71,0.75,0.7,0.8,0.94,0.98,0.99,0.79,0.99,0.58,0.7,0.63,0.75,0.88,0.64,0.51,0.55,0.5,0.92
S5246,Entecavir,NC1=NC(=O)C2=C(N1)[N](C=N2)C3CC(O)C(CO)C3=C,,-2.059,-1.281,-1.731,0,0.869,0.052,0.471,0.006,-6.223,6.60E-05,0.906,0.2777,0.657,0.6532,0.006,0.436,0.026,0.037,0.003,0.011,0,0.027,0.009,0.114,6.325,0.839,0.052,0.992,0.987,0.027,0.931,0.479,0.044,0.963,0.003,0.013,0.981,-0.164,1.527,3.359,5.114,0.007,0.002,0.013,0.005,0.063,0.035,0.002,0.071,0.015,0.002,0.008,0.104,277.12,258.611,1.072,8,5,130.78,2,3,9,8,0,18,0.111,3,0,0,0,0,0,0,1,0,0.451,4.436,0.417,62.471,1.02,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 163,OCC1C(O)CC(C1=C)n1cnc2c1[nH]c(N)nc2=O,C12H15N5O3,277.28,20,9,0.42,2,5,4,72.39,130.05,0.14,-0.83,-0.82,-0.72,-0.42,-0.53,-1.24,16.1,0.0579,Very soluble,-1.42,10.5,0.0379,Very soluble,-1.23,16.5,0.0594,Soluble,High,No,No,No,No,No,No,No,-8.58,0,1,0,0,0,0.55,0,1,0,3.53,0.74,0.69,0.62,0.98,0.8,0.52,0.93,0.83,0.82,0.76,0.66,0.72,0.54,0.97,0.99,0.98,0.99,0.95,0.98,0.95,0.97,0.97,0.98,0.93,0.94,0.92,0.86,0.78,0.88,0.71,0.93,0.92,0.98,0.65,0.99,0.71,0.89,0.51,0.63,0.94,0.92,0.7,0.79,0.93,0.99
S5278,Tedizolid (TR-700),C[N]1N=NC(=N1)C2=CC=C(C=N2)C3=C(F)C=C(C=C3)N4CC(CO)OC4=O,,-3.069,1.43,1.69,0.072,0.009,0.006,0.152,0.992,-4.535,1.68E-05,0.113,0.8288,0.755,0.1487,0.55,0.134,0.487,0.076,0.284,0.731,0.171,0.184,0.241,0.318,3.46,0.07,0.142,0.972,0.991,0.507,0.819,0.892,0.045,0.793,0.003,0.01,0.901,0.849,2.883,2.908,5.155,0.05,0.055,0.475,0.659,0.682,0.076,0.912,0.575,0.012,0.011,0.58,0.385,370.12,343.053,1.079,9,1,106.26,4,4,6,10,0,23,0.174,1,2,1,0,1,1,2,1,2,0.74,3.146,0.235,70.19,-1.459,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 19,OCC1OC(=O)N(C1)c1ccc(c(c1)F)c1ccc(nc1)c1nnn(n1)C,C17H15FN6O3,370.34,27,17,0.24,4,8,1,95.18,106.26,2.46,1.39,1.44,0.93,1.07,1.46,-3.21,0.226,0.000611,Soluble,-3.23,0.221,0.000596,Soluble,-4.33,0.0171,0.0000462,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-7.57,0,0,0,0,0,0.55,0,0,1,3.55,0.61,0.81,0.68,0.8,0.76,0.5,0.76,0.5,0.67,0.74,0.57,0.56,0.64,0.78,0.98,0.98,0.81,0.79,0.97,0.84,0.95,0.95,0.73,0.83,0.93,0.83,0.67,0.72,0.88,0.59,0.97,0.91,0.96,0.83,0.99,0.7,0.97,0.67,0.77,0.77,0.73,0.71,0.62,0.64,0.86
S5288,Estropipate,CC12CCC3C(CCC4=C3C=CC(=C4)O[S](O)(=O)=O)C1CCC2=O.C5CNCCN5,,-2.463,1.963,2.085,0.014,0.001,0.038,0.99,0.783,-4.84,1.82E-05,0.019,0.9887,1.232,0.0099,0.068,0.932,0.114,0.937,0.233,0.976,0.008,0.889,0.04,0.386,6.346,0.118,0.045,0.862,0.153,0.004,0.078,0.918,0.051,0.904,0.003,0.018,0.883,0.352,3.848,3.181,4.342,0.005,0.008,0.274,0.012,0.762,0.288,0.055,0.244,0.047,0.011,0.772,0.055,350.12,337.573,1.037,5,1,80.67,2,4,17,6,0,23,0.087,4,1,0,0,0,1,1,0,0,0.828,3.648,0.611,92.241,1.698,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 35,C1CNCCN1.O=C1CCC2C1(C)CCC1C2CCc2c1ccc(c2)OS(=O)(=O)O,C22H32N2O5S,436.56,30,6,0.68,2,7,3,122.92,113.11,2.52,-0.6,2.79,2.03,2.16,1.78,-2.18,2.85,0.00654,Soluble,-1.3,21.7,0.0497,Very soluble,-4.07,0.0372,0.0000853,Moderately soluble,High,No,Yes,No,No,No,No,No,-9.39,0,0,0,0,0,0.55,0,1,1,4.54,0.86,0.74,0.58,0.63,0.62,0.74,0.79,0.59,0.56,0.64,0.58,0.56,0.63,0.96,0.94,0.97,0.96,1,1,0.99,0.91,0.91,0.95,0.95,0.98,0.77,0.78,0.82,0.59,0.72,0.9,0.95,0.99,0.7,0.98,0.57,0.84,0.79,0.89,0.95,0.82,0.71,0.68,0.8,0.95
S5326,Dolasetron,O=C1CN2C3CC(CC2CC1C3)OC(=O)C4=C[NH]C5=C4C=CC=C5,,-1.815,1.425,2.432,0.047,0.346,0.009,0.002,0.003,-4.716,1.28E-05,0.887,0.6095,1.919,0.2269,0.054,0.1,0.221,0.08,0.232,0.823,0.947,0.835,0.541,0.551,14.542,0.691,0.746,0.948,0.357,0.008,0.418,0.921,0.157,0.181,0.003,0.015,0.26,0.614,3.464,3.465,5.916,0.01,0.002,0.587,0.004,0.261,0.463,0.006,0.165,0.004,0.011,0.04,0.009,324.15,326.943,0.991,5,1,62.4,3,5,9,5,0,25,0.12,2,1,0,0,0,1,0,2,0,0.862,4.49,0.474,91.071,0.433,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 78,O=C1CN2C3CC1CC2CC(C3)OC(=O)c1c[nH]c2c1cccc2,C19H20N2O3,324.37,24,9,0.47,3,4,1,93.51,62.4,2.2,2.7,2.14,1.95,2.52,2.3,-3.63,0.0758,0.000234,Soluble,-3.66,0.0704,0.000217,Soluble,-4.02,0.0309,0.0000953,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.36,0,0,0,0,0,0.55,0,0,0,4.06,0.81,0.76,0.57,0.92,0.81,0.5,0.97,0.61,0.65,0.73,0.54,0.6,0.57,0.64,0.98,0.98,0.89,0.82,0.98,0.97,0.92,0.92,0.85,0.85,0.91,0.82,0.77,0.81,0.89,0.65,0.86,0.99,1,0.62,0.99,0.63,0.96,0.71,0.79,0.73,0.79,0.53,0.53,0.64,0.99
S5357,Safinamide,CC(NCC1=CC=C(OCC2=CC=CC(=C2)F)C=C1)C(N)=O,,-2.001,2.395,1.94,0.083,0.003,0.004,0.001,0.002,-4.973,2.68E-05,0.375,0.8846,1.917,0.169,0.793,0.21,0.734,0.267,0.176,0.245,0.909,0.901,0.594,0.272,12.396,0.162,0.787,0.915,0.253,0.701,0.349,0.792,0.058,0.171,0.003,0.01,0.086,1.481,3.864,4.582,6.593,0.366,0.003,0.037,0.007,0.129,0.004,0.003,0.136,0.015,0.012,0.061,0.009,302.14,312.662,0.966,4,3,64.35,7,2,6,5,0,13,0.538,1,1,1,0,0,1,1,0,0,0.825,2.273,0.235,24,-1.348,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 52,NC(=O)C(NCc1ccc(cc1)OCc1cccc(c1)F)C,C17H19FN2O2,302.34,22,12,0.24,7,4,2,82.48,64.35,2.41,2.2,2.48,2.41,3.15,2.53,-3.04,0.274,0.000907,Soluble,-3.19,0.197,0.000652,Soluble,-5.81,0.000469,0.00000155,Moderately soluble,High,Yes,No,No,Yes,No,Yes,Yes,-6.58,0,0,0,0,0,0.55,0,0,0,2.55,0.77,0.69,0.55,0.7,0.66,0.57,0.96,0.66,0.65,0.69,0.57,0.58,0.69,0.8,0.96,0.99,0.91,0.81,0.97,0.94,0.96,0.96,0.77,0.9,0.96,0.74,0.77,0.54,0.89,0.79,0.88,0.99,0.99,0.85,1,0.8,0.93,0.5,0.91,0.61,0.59,0.54,0.58,0.59,0.98
S5360,Diflorasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,-4.28,2.17,2.203,0.008,0.007,0.071,0.01,0.003,-4.851,2.73E-05,0.996,0.7256,0.905,0.2425,0.005,0.495,0.021,0.788,0.016,0.131,0.002,0.06,0.69,0.914,3.987,0.425,0.044,0.436,0.127,0.095,0.508,0.912,0.069,0.865,0.003,0.011,0.965,0.457,3.33,3.786,5.062,0.943,0.888,0.017,0.589,0.137,0.056,0.041,0.445,0.03,0.048,0.718,0.075,410.19,400.383,1.024,5,3,94.83,2,4,17,7,0,22,0.091,8,1,3,0,0,4,4,2,2,0.649,5.078,0.727,84.211,1.847,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 29,OCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CC(C2=CC(=O)C=CC12C)F)F,C22H28F2O5,410.45,29,0,0.73,2,7,3,102.01,94.83,2.04,1.94,2.68,1.73,2.59,2.2,-3.47,0.137,0.000335,Soluble,-3.56,0.114,0.000278,Soluble,-2.83,0.606,0.00148,Soluble,High,No,Yes,No,No,No,No,Yes,-7.43,0,0,0,0,0,0.55,0,0,1,5.68,1,0.97,0.68,0.95,0.73,0.71,0.99,0.69,0.69,1,0.58,0.81,0.78,0.99,1,1,0.88,0.98,1,1,1,1,0.97,0.99,0.99,0.59,0.95,0.56,0.81,0.56,0.98,0.99,0.99,0.68,1,0.78,0.6,0.93,0.8,0.99,1,0.63,0.57,0.62,0.98
S5365,Alogliptin,CN1C(=O)C=C(N2CCCC(N)C2)N(CC3=CC=CC=C3C#N)C1=O,,-1.769,1.383,1.308,0.038,0.48,0.16,0.004,0.005,-5.54,1.04E-05,0.411,0.2838,0.703,0.6323,0.295,0.332,0.136,0.273,0.275,0.128,0.203,0.723,0.412,0.616,3.332,0.791,0.278,0.962,0.323,0.883,0.129,0.902,0.221,0.278,0.003,0.024,0.307,0.687,3.229,3.63,4.881,0.023,0.003,0.511,0.036,0.084,0.009,0.019,0.067,0.006,0.005,0.02,0.021,339.17,345.687,0.981,7,2,97.05,3,3,6,7,0,21,0.143,1,0,0,0,0,0,0,1,1,0.873,3.025,0.389,61.2,-1.318,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 1,N#Cc1ccccc1Cn1c(cc(=O)n(c1=O)C)N1CCCC(C1)N,C18H21N5O2,339.39,25,12,0.39,3,4,1,98.84,97.05,2.57,0.55,0.01,0.9,0.89,0.99,-2.45,1.21,0.00357,Soluble,-2.16,2.35,0.00692,Soluble,-3.31,0.165,0.000485,Soluble,High,No,No,No,No,No,No,No,-7.98,0,0,0,0,0,0.55,0,0,0,3.51,0.7,0.89,0.68,0.79,0.83,0.64,0.92,0.58,0.62,0.88,0.63,0.73,0.65,0.92,0.96,0.98,0.97,0.95,0.98,0.96,0.98,0.98,0.92,0.93,0.97,0.87,0.82,0.94,0.87,0.59,0.89,0.99,1,0.63,0.99,0.78,0.97,0.65,0.93,0.89,0.87,0.71,0.63,0.81,0.99
S5385,Imidafenacin,CC1=NC=C[N]1CCC(C(N)=O)(C2=CC=CC=C2)C3=CC=CC=C3,,-1.468,1.808,1.672,0.513,0.986,0.006,0.937,0.001,-4.669,3.96E-05,0.855,0.7349,1.763,0.2477,0.039,0.335,0.592,0.952,0.263,0.069,0.433,0.211,0.137,0.912,6.629,0.192,0.211,0.802,0.133,0.909,0.574,0.885,0.092,0.48,0.003,0.011,0.314,0.622,2.749,3.155,3.356,0.028,0.025,0.276,0.007,0.234,0.132,0.011,0.163,0.008,0.007,0.136,0.078,319.17,346.859,0.92,4,2,60.91,6,3,6,4,0,18,0.333,0,0,0,0,0,0,0,1,0,0.759,2.295,0.2,17,-0.711,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 43,NC(=O)C(c1ccccc1)(c1ccccc1)CCn1ccnc1C,C20H21N3O,319.4,24,17,0.2,6,2,1,94.64,60.91,2.17,2.73,3.05,2.28,3.23,2.69,-3.67,0.0685,0.000215,Soluble,-3.66,0.0694,0.000217,Soluble,-6.26,0.000176,0.000000552,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.31,0,0,0,0,0,0.55,0,0,0,2.4,0.85,0.71,0.83,0.78,0.83,0.6,0.97,0.7,0.76,0.84,0.62,0.64,0.67,0.88,0.96,0.99,0.79,0.91,0.98,0.88,0.96,0.96,0.87,0.93,0.97,0.95,0.86,0.86,0.94,0.5,0.96,0.99,1,0.77,0.99,0.61,0.98,0.69,0.88,0.83,0.67,0.56,0.59,0.51,0.98
S5392,Mepivacaine,CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,,-1.416,2.325,2.108,0.002,0.18,0.004,0.642,0.22,-4.434,1.47E-05,0.786,0.7042,1.452,0.4005,0.062,0.943,0.132,0.955,0.02,0.163,0.801,0.908,0.062,0.797,6.8,0.869,0.045,0.378,0.078,0.239,0.946,0.088,0.174,0.471,0.003,0.017,0.964,0.624,2.425,3.469,4.07,0.094,0.002,0.017,0.005,0.27,0.005,0.005,0.035,0.005,0.008,0.028,0.011,246.17,271.121,0.908,3,1,32.34,3,2,6,3,0,13,0.231,1,0,0,0,0,4,0,1,0,0.87,2.334,0.533,41.217,-1.018,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 20,CN1CCCCC1C(=O)Nc1c(C)cccc1C,C15H22N2O,246.35,18,6,0.53,3,2,1,79.42,32.34,2.88,1.95,2.15,2.24,2.67,2.38,-2.64,0.559,0.00227,Soluble,-2.25,1.37,0.00557,Soluble,-4.06,0.0215,0.0000873,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.42,0,0,0,0,0,0.55,0,0,1,2.38,0.97,0.55,0.87,0.93,0.77,0.65,0.99,0.78,0.73,0.91,0.65,0.55,0.74,0.97,0.98,0.99,0.98,0.96,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.89,0.84,0.93,0.9,0.65,0.87,0.99,1,0.6,0.97,0.58,0.94,0.71,0.93,0.9,0.9,0.72,0.64,0.82,1
S5413,Ertugliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)C34OCC(CO)(O3)C(O)C(O)C4O)C=C1,,-3.606,2.828,2.71,0.003,0.068,0.019,0.006,0.015,-5.066,2.02E-05,0.619,0.9663,0.781,0.0126,0.04,0.225,0.057,0.299,0.033,0.629,0.023,0.815,0.114,0.721,10.438,0.16,0.103,0.291,0.86,0.354,0.256,0.03,0.064,0.622,0.003,0.01,0.008,0.989,4.118,4.786,5.672,0.007,0.018,0.082,0.923,0.268,0.069,0.419,0.4,0.036,0.09,0.658,0.845,436.13,415.766,1.049,7,4,108.61,6,4,7,8,0,21,0.286,5,2,1,0,0,1,2,0,0,0.541,4.725,0.455,87.75,0.783,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 13,CCOc1ccc(cc1)Cc1cc(ccc1Cl)C12OCC(O1)(CO)C(C(C2O)O)O,C22H25ClO7,436.88,30,12,0.45,6,7,4,108.52,108.61,3.2,1.71,1.25,1.16,3,2.06,-3.53,0.13,0.000298,Soluble,-3.61,0.108,0.000247,Soluble,-4.89,0.00565,0.0000129,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.75,0,0,0,0,0,0.55,0,0,1,5.54,0.7,0.88,0.71,0.7,0.52,0.75,0.74,0.71,0.56,0.68,0.57,0.52,0.51,0.77,0.97,0.95,0.85,0.82,0.95,0.86,0.83,0.83,0.76,0.67,0.93,0.66,0.7,0.78,0.73,0.77,0.91,0.99,0.99,0.75,0.99,0.55,0.76,0.9,0.73,0.91,0.77,0.55,0.67,0.86,0.95
S5416,Metyrapone,CC(C)(C1=CC=CN=C1)C(=O)C2=CC=CN=C2,,-1.547,1.732,1.551,0.06,0.051,0.003,0.02,0.001,-4.472,3.61E-05,0.955,0.5326,1.456,0.4916,0.902,0.476,0.788,0.651,0.379,0.222,0.165,0.139,0.906,0.532,3.061,0.603,0.054,0.033,0.94,0.01,0.693,0.094,0.947,0.136,0.004,0.139,0.76,0.816,2.618,3.493,3.086,0.011,0.003,0.07,0.948,0.14,0.56,0.004,0.105,0.011,0.618,0.102,0.022,226.11,245.916,0.919,3,0,42.85,3,2,6,3,0,13,0.231,0,1,0,0,0,1,0,0,0,0.755,2.298,0.214,12,-0.362,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 3,O=C(C(c1cccnc1)(C)C)c1cccnc1,C14H14N2O,226.27,17,12,0.21,3,3,0,66.21,42.85,1.97,1.99,2.64,1.06,3.06,2.14,-2.82,0.342,0.00151,Soluble,-2.52,0.69,0.00305,Soluble,-4.95,0.00255,0.0000113,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.27,0,0,0,0,0,0.55,0,0,1,1.87,0.94,0.56,0.91,0.79,0.82,0.63,0.95,0.8,0.8,0.96,0.77,0.6,0.79,0.97,0.99,0.99,0.89,0.9,0.93,0.99,0.98,0.98,0.87,0.95,0.98,0.88,0.89,0.55,0.97,0.68,0.95,1,1,0.83,0.98,0.55,0.94,0.73,0.91,0.83,0.74,0.57,0.68,0.87,0.87
